organism,dataset_type,uniprot_id,download_status,source,alphafold_version,structure_id,download_url,structure_path,error
RESP,linear,P9WL51,downloaded,AlphaFold,v6,AF-P9WL51-F1,https://alphafold.ebi.ac.uk/files/AF-P9WL51-F1-model_v6.pdb,structures/RESP/linear/P9WL51.pdb,
RESP,linear,P9WL63,downloaded,AlphaFold,v6,AF-P9WL63-F1,https://alphafold.ebi.ac.uk/files/AF-P9WL63-F1-model_v6.pdb,structures/RESP/linear/P9WL63.pdb,
RESP,linear,P9WL75,downloaded,AlphaFold,v6,AF-P9WL75-F1,https://alphafold.ebi.ac.uk/files/AF-P9WL75-F1-model_v6.pdb,structures/RESP/linear/P9WL75.pdb,
RESP,linear,P9WLS9,downloaded,AlphaFold,v6,AF-P9WLS9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WLS9-F1-model_v6.pdb,structures/RESP/linear/P9WLS9.pdb,
RESP,linear,P9WMF9,downloaded,AlphaFold,v6,AF-P9WMF9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WMF9-F1-model_v6.pdb,structures/RESP/linear/P9WMF9.pdb,
RESP,linear,P9WMJ9,downloaded,AlphaFold,v6,AF-P9WMJ9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WMJ9-F1-model_v6.pdb,structures/RESP/linear/P9WMJ9.pdb,
RESP,linear,P9WMK1,downloaded,AlphaFold,v6,AF-P9WMK1-F1,https://alphafold.ebi.ac.uk/files/AF-P9WMK1-F1-model_v6.pdb,structures/RESP/linear/P9WMK1.pdb,
RESP,linear,P9WMX7,downloaded,AlphaFold,v6,AF-P9WMX7-F1,https://alphafold.ebi.ac.uk/files/AF-P9WMX7-F1-model_v6.pdb,structures/RESP/linear/P9WMX7.pdb,
RESP,linear,P9WN09,downloaded,AlphaFold,v6,AF-P9WN09-F1,https://alphafold.ebi.ac.uk/files/AF-P9WN09-F1-model_v6.pdb,structures/RESP/linear/P9WN09.pdb,
RESP,linear,P9WNE5,downloaded,AlphaFold,v6,AF-P9WNE5-F1,https://alphafold.ebi.ac.uk/files/AF-P9WNE5-F1-model_v6.pdb,structures/RESP/linear/P9WNE5.pdb,
RESP,linear,P9WNF3,downloaded,AlphaFold,v6,AF-P9WNF3-F1,https://alphafold.ebi.ac.uk/files/AF-P9WNF3-F1-model_v6.pdb,structures/RESP/linear/P9WNF3.pdb,
RESP,linear,P9WNF5,downloaded,AlphaFold,v6,AF-P9WNF5-F1,https://alphafold.ebi.ac.uk/files/AF-P9WNF5-F1-model_v6.pdb,structures/RESP/linear/P9WNF5.pdb,
RESP,linear,P9WNI7,downloaded,AlphaFold,v6,AF-P9WNI7-F1,https://alphafold.ebi.ac.uk/files/AF-P9WNI7-F1-model_v6.pdb,structures/RESP/linear/P9WNI7.pdb,
RESP,linear,P9WNJ3,downloaded,AlphaFold,v6,AF-P9WNJ3-F1,https://alphafold.ebi.ac.uk/files/AF-P9WNJ3-F1-model_v6.pdb,structures/RESP/linear/P9WNJ3.pdb,
RESP,linear,P9WNK3,downloaded,AlphaFold,v6,AF-P9WNK3-F1,https://alphafold.ebi.ac.uk/files/AF-P9WNK3-F1-model_v6.pdb,structures/RESP/linear/P9WNK3.pdb,
RESP,linear,P9WNK5,downloaded,AlphaFold,v6,AF-P9WNK5-F1,https://alphafold.ebi.ac.uk/files/AF-P9WNK5-F1-model_v6.pdb,structures/RESP/linear/P9WNK5.pdb,
RESP,linear,P9WNK7,downloaded,AlphaFold,v6,AF-P9WNK7-F1,https://alphafold.ebi.ac.uk/files/AF-P9WNK7-F1-model_v6.pdb,structures/RESP/linear/P9WNK7.pdb,
RESP,linear,P9WNU5,downloaded,AlphaFold,v6,AF-P9WNU5-F1,https://alphafold.ebi.ac.uk/files/AF-P9WNU5-F1-model_v6.pdb,structures/RESP/linear/P9WNU5.pdb,
RESP,linear,P9WP43,downloaded,AlphaFold,v6,AF-P9WP43-F1,https://alphafold.ebi.ac.uk/files/AF-P9WP43-F1-model_v6.pdb,structures/RESP/linear/P9WP43.pdb,
RESP,linear,P9WPD5,downloaded,AlphaFold,v6,AF-P9WPD5-F1,https://alphafold.ebi.ac.uk/files/AF-P9WPD5-F1-model_v6.pdb,structures/RESP/linear/P9WPD5.pdb,
RESP,linear,P9WPE5,downloaded,AlphaFold,v6,AF-P9WPE5-F1,https://alphafold.ebi.ac.uk/files/AF-P9WPE5-F1-model_v6.pdb,structures/RESP/linear/P9WPE5.pdb,
RESP,linear,P9WPE7,downloaded,AlphaFold,v6,AF-P9WPE7-F1,https://alphafold.ebi.ac.uk/files/AF-P9WPE7-F1-model_v6.pdb,structures/RESP/linear/P9WPE7.pdb,
RESP,linear,P9WPL7,downloaded,AlphaFold,v6,AF-P9WPL7-F1,https://alphafold.ebi.ac.uk/files/AF-P9WPL7-F1-model_v6.pdb,structures/RESP/linear/P9WPL7.pdb,
RESP,linear,P9WPQ1,downloaded,AlphaFold,v6,AF-P9WPQ1-F1,https://alphafold.ebi.ac.uk/files/AF-P9WPQ1-F1-model_v6.pdb,structures/RESP/linear/P9WPQ1.pdb,
RESP,linear,P9WPU3,downloaded,AlphaFold,v6,AF-P9WPU3-F1,https://alphafold.ebi.ac.uk/files/AF-P9WPU3-F1-model_v6.pdb,structures/RESP/linear/P9WPU3.pdb,
RESP,linear,P9WQ27,downloaded,AlphaFold,v6,AF-P9WQ27-F1,https://alphafold.ebi.ac.uk/files/AF-P9WQ27-F1-model_v6.pdb,structures/RESP/linear/P9WQ27.pdb,
RESP,linear,P9WQ59,downloaded,AlphaFold,v6,AF-P9WQ59-F1,https://alphafold.ebi.ac.uk/files/AF-P9WQ59-F1-model_v6.pdb,structures/RESP/linear/P9WQ59.pdb,
RESP,linear,P9WQB1,downloaded,AlphaFold,v6,AF-P9WQB1-F1,https://alphafold.ebi.ac.uk/files/AF-P9WQB1-F1-model_v6.pdb,structures/RESP/linear/P9WQB1.pdb,
RESP,linear,P9WQD1,downloaded,AlphaFold,v6,AF-P9WQD1-F1,https://alphafold.ebi.ac.uk/files/AF-P9WQD1-F1-model_v6.pdb,structures/RESP/linear/P9WQD1.pdb,
RESP,linear,P9WQD7,downloaded,AlphaFold,v6,AF-P9WQD7-F1,https://alphafold.ebi.ac.uk/files/AF-P9WQD7-F1-model_v6.pdb,structures/RESP/linear/P9WQD7.pdb,
RESP,linear,P9WQF3,downloaded,AlphaFold,v6,AF-P9WQF3-F1,https://alphafold.ebi.ac.uk/files/AF-P9WQF3-F1-model_v6.pdb,structures/RESP/linear/P9WQF3.pdb,
RESP,linear,P9WQM5,downloaded,AlphaFold,v6,AF-P9WQM5-F1,https://alphafold.ebi.ac.uk/files/AF-P9WQM5-F1-model_v6.pdb,structures/RESP/linear/P9WQM5.pdb,
RESP,linear,P9WQN7,downloaded,AlphaFold,v6,AF-P9WQN7-F1,https://alphafold.ebi.ac.uk/files/AF-P9WQN7-F1-model_v6.pdb,structures/RESP/linear/P9WQN7.pdb,
RESP,linear,P9WQN9,downloaded,AlphaFold,v6,AF-P9WQN9-F1,https://alphafold.ebi.ac.uk/files/AF-P9WQN9-F1-model_v6.pdb,structures/RESP/linear/P9WQN9.pdb,
RESP,linear,P9WQP1,downloaded,AlphaFold,v6,AF-P9WQP1-F1,https://alphafold.ebi.ac.uk/files/AF-P9WQP1-F1-model_v6.pdb,structures/RESP/linear/P9WQP1.pdb,
RESP,linear,P9WQP3,downloaded,AlphaFold,v6,AF-P9WQP3-F1,https://alphafold.ebi.ac.uk/files/AF-P9WQP3-F1-model_v6.pdb,structures/RESP/linear/P9WQP3.pdb,
RESP,linear,Q06282,downloaded,AlphaFold,v6,AF-Q06282-F1,https://alphafold.ebi.ac.uk/files/AF-Q06282-F1-model_v6.pdb,structures/RESP/linear/Q06282.pdb,
RESP,linear,Q6MWX9,not_found,none,,,,,Expecting value: line 1 column 1 (char 0)
RESP,linear,Q6MWY2,downloaded,AlphaFold,v6,AF-Q6MWY2-F1,https://alphafold.ebi.ac.uk/files/AF-Q6MWY2-F1-model_v6.pdb,structures/RESP/linear/Q6MWY2.pdb,
RESP,linear,Q6MX34,downloaded,AlphaFold,v6,AF-Q6MX34-F1,https://alphafold.ebi.ac.uk/files/AF-Q6MX34-F1-model_v6.pdb,structures/RESP/linear/Q6MX34.pdb,
RESP,linear,Q6MX43,downloaded,AlphaFold,v6,AF-Q6MX43-F1,https://alphafold.ebi.ac.uk/files/AF-Q6MX43-F1-model_v6.pdb,structures/RESP/linear/Q6MX43.pdb,
RESP,linear,Q6MX49,downloaded,AlphaFold,v6,AF-Q6MX49-F1,https://alphafold.ebi.ac.uk/files/AF-Q6MX49-F1-model_v6.pdb,structures/RESP/linear/Q6MX49.pdb,
RESP,linear,Q79FA9,downloaded,AlphaFold,v6,AF-Q79FA9-F1,https://alphafold.ebi.ac.uk/files/AF-Q79FA9-F1-model_v6.pdb,structures/RESP/linear/Q79FA9.pdb,
RESP,linear,Q79FE1,downloaded,AlphaFold,v6,AF-Q79FE1-F1,https://alphafold.ebi.ac.uk/files/AF-Q79FE1-F1-model_v6.pdb,structures/RESP/linear/Q79FE1.pdb,
RESP,linear,Q79FE6,downloaded,AlphaFold,v6,AF-Q79FE6-F1,https://alphafold.ebi.ac.uk/files/AF-Q79FE6-F1-model_v6.pdb,structures/RESP/linear/Q79FE6.pdb,
RESP,linear,Q79FH3,downloaded,AlphaFold,v6,AF-Q79FH3-F1,https://alphafold.ebi.ac.uk/files/AF-Q79FH3-F1-model_v6.pdb,structures/RESP/linear/Q79FH3.pdb,
RESP,linear,Q79FI9,downloaded,AlphaFold,v6,AF-Q79FI9-F1,https://alphafold.ebi.ac.uk/files/AF-Q79FI9-F1-model_v6.pdb,structures/RESP/linear/Q79FI9.pdb,
RESP,linear,Q79FZ9,downloaded,AlphaFold,v6,AF-Q79FZ9-F1,https://alphafold.ebi.ac.uk/files/AF-Q79FZ9-F1-model_v6.pdb,structures/RESP/linear/Q79FZ9.pdb,
RESP,linear,Q79GX8,downloaded,AlphaFold,v6,AF-Q79GX8-F1,https://alphafold.ebi.ac.uk/files/AF-Q79GX8-F1-model_v6.pdb,structures/RESP/linear/Q79GX8.pdb,
RESP,linear,Q97QP7,downloaded,AlphaFold,v6,AF-Q97QP7-F1,https://alphafold.ebi.ac.uk/files/AF-Q97QP7-F1-model_v6.pdb,structures/RESP/linear/Q97QP7.pdb,
RESP,linear,Q97QS2,downloaded,AlphaFold,v6,AF-Q97QS2-F1,https://alphafold.ebi.ac.uk/files/AF-Q97QS2-F1-model_v6.pdb,structures/RESP/linear/Q97QS2.pdb,
RESP,linear,Q9L7Q2,downloaded,AlphaFold,v6,AF-Q9L7Q2-F1,https://alphafold.ebi.ac.uk/files/AF-Q9L7Q2-F1-model_v6.pdb,structures/RESP/linear/Q9L7Q2.pdb,
